1500-01	1500_A
rouge-01	rouge_V
rough-04	rough_A
rough-05	rough_A
rough_in-03	rough_in_V
rough_up-02	rough_up_V,roughed_up_A
roughen-01	roughen_V
round-03	round_V,round_N
round-04	round_V
round-05	round_N
round-06	rounded_A,round_A
round_out-01	round_out_V
round_up-02	round_up_V
rouse-01	rouse_V
roust-01	roust_V
rout-02	rout_V,routing_N
rout-03	rout_V,routing_N
route-01	route_V,routing_N
rove-01	rove_V
row-01	row_V,rowing_N
rrla-01	rrla_A
rtc-101	rtc_V
rub-01	rubbing_N,rub_V
rubber_stamp-03	stamp_V,rubber_stamp_V,rubber-stamp_V
rubberize-01	rubberize_V
rubbery-02	rubbery_A
rubbish-01	rubbish_A
rubbish-02	rubbish_A
rubbish-03	rubbish_A
rude-01	rude_A
rue-01	rue_V
ruffle-01	ruffle_V
ruffle-02	ruffle_V
ruin-01	ruin_N,ruin_V
rule-01	ruling_N,rule_V,rule_N
rule-03	rule_V,rule_N
rule_out-02	rule_out_V
rumba-01	rumba_V
rumble-01	rumble_V
ruminate-01	ruminate_V
rummage-01	rummage_V
rumor-01	rumor_V,rumor_N
rumple-01	rumple_V
rumple-02	rumple_V
run-01	run_V,run_N,running_N
run-02	run_V,run_N,running_N
run-03	run_V,running_N
run-04	run_V,running_N
run-07	run_V,running_N
run-08	running_N,run_V
run-09	run_V,running_N
run-10	run_V,running_N
run-13	run_V,run_N
run-14	run_N
run-15	run_N
run-16	run_N
run-17	run_N
run-23	run_V
run_down-11	run_down_V,run_down_A
run_down-21	run_down_N
run_in-20	run_in_N
run_off-18	run_off_N
run_off-24	run_off_V,running_off_N
run_out-05	run_out_V,running_out_N
run_over-12	run_over_V
run_up-06	run_up_V,running_up_N
run_up-19	run_up_N
runaround-22	runaround_N
rupture-01	rupture_V
rush-01	rush_N,rushed_A,rush_V
rust-01	rust_V
rusticate-01	rusticate_V
rustle-01	rustle_V
rustle-02	rustle_V
rut-01	rut_V
ruthless-01	ruthless_A
sabotage-01	sabotage_V
sack-01	sacking_N,sack_V
sacrifice-01	sacrifice_N,sacrifice_V
sad-02	sad_A,sadness_N
sadden-01	sadden_V
saddle-01	saddle_V
safe-01	safest_A,safer_A,safe_A
safeguard-01	safeguard_V
sag-01	sag_V
sail-01	sailing_N,sail_V
salaam-01	salaam_V
sale-05	sale_V
salivate-01	salivation_N,salivate_V
salt-01	salt_V
salt_away-02	salt_away_V
salute-01	salutation_N,salute_V
salvage-01	salvage_V,salvage_N
salvation-01	salvation_N
salve-01	salve_V
samba-01	samba_V
same-01	same_A
sample-01	sample_N,sampling_N,sampled_A,sample_V
sanctify-01	sanctify_V
sanction-01	sanction_V
sanction-02	sanction_V
sand-01	sand_V
sandbag-01	sandbag_V
sandboard-01	sandboard_V
sandpaper-01	sandpaper_V
sandwich-01	sandwich_V
sandwicheer-01	sandwicheer_V,sandwicheering_N
sane-01	sane_A
sanitize-01	sanitation_N,sanitize_V
sap-01	sap_V
saponify-01	saponify_V
sashay-01	sashay_V
sate-01	sate_V
satellite-01	satellite_V
satiate-01	satiation_N,satiate_V
satirize-01	satirize_V
satisfactory-03	satisfactory_A
satisfy-01	satisfy_V,satisfaction_N,satisfied_A
satisfy-02	satisfy_V
saturate-01	saturate_V,saturation_N
sauce-01	sauce_V
sauce-02	sauce_V
saunter-01	saunter_V
saute-01	saute_V
savage-01	savage_V
save-01	saving_N,save_V
save-02	save_V,saving_N
save-03	saving_N,save_V
save_up-04	saving_up_N,save_up_V
saveable-05	saveable_A
saveable-06	saveable_A
saveable-07	saveable_A
savor-01	savor_V
savvy-01	savvy_V
saw-04	saw_V
saw_up-03	saw_up_V
say-01	say_V
say-02	say_V
scab-01	scabbing_N,scab_V
scald-01	scald_V
scale-01	scale_V,scaling_N
scale-02	scale_V,scaling_N
scale-03	scaling_N,scale_V
scale-04	scaling_N,scale_V
scallop-01	scallop_V,scalloping_N
scalp-01	scalp_V
scalp-02	scalp_V
scaly-01	scaly_A
scam-01	scam_V,scam_N
scamper-01	scamper_V
scan-01	scan_V,scanning_N
scan-02	scan_V
scandal-01	scandal_V,scandal_N
scandalize-01	scandalize_V
scant-01	scant_V
scant-02	scant_A
scapegoat-01	scape_V,scapegoat_V
scar-01	scarring_N,scar_V
scarce-01	scarce_A
scare-01	scare_V,scare_N,scaring_N,scared_A
scare-02	scare_V
scarf-01	scarf_V
scarify-01	scarify_V
scary-03	scary_A
scatter-01	scatter_V,scattering_N
scavenge-01	scavenge_V
scent-01	scent_V
scent-02	scent_V
scent_out-03	scent_out_V
schedule-01	scheduling_N,schedule_V
scheme-01	scheme_V
schlep-01	schlep_V
schmooze-01	schmoozing_N,schmooze_V
school-01	schooling_N,school_V
scintillate-01	scintillate_V
scissor-01	scissoring_N,scissor_V
scissor-02	scissor_V
sclerose-101	sclerose_V,sclerosing_N,sclerotic_A
scoff-01	scoff_V
scold-01	scolding_N,scold_V
scollop-01	scollop_V
scollop-02	scollop_V
scoop-01	scoop_V,scooping_N
scoop_up-02	scoop_up_V
scoot-01	scoot_V
scope-101	scope_V
scorch-01	scorch_V
score-01	score_N,scoring_N,score_V
score-02	score_V
scorn-01	scorn_V
scotch-01	scotch_V
scotfree-01	scotfree_A
scour-01	scour_V
scour-02	scour_V
scout-02	scout_V
scout_out-01	scout_out_V
scowl-01	scowl_V
scrabble-01	scrabble_V
scram-01	scram_V
scramble-01	scramble_V
scramble-02	scramble_V
scramble-03	scramble_V
scrap-01	scrapping_N,scrap_V
scrap-02	scrap_V
scrape-01	scrape_V
scrape-02	scrape_V
scrape-03	scrape_V
scratch-02	scratching_N,scratch_V
scratch-04	scratch_V
scratch_out-01	scratch_out_V
scratch_out-03	scratch_out_V
scrawk-01	scrawk_V
scrawl-01	scrawl_V
scrawl_out-02	scrawl_out_V
scream-01	scream_N,scream_V
screech-01	screech_V
screech-02	screech_V
screech-03	screech_V
screen-01	screening_N,screen_V
screen-03	screen_V
screen_out-02	screen_out_V
screenshot-01	screenshot_N,screen_shot_N
screw-02	screw_V,screwed_A
screw-04	screw_V
screw_over-05	screw_over_V
screw_up-01	screw_up_V,screwup_N,screwed_up_A
scribble-01	scribble_V
scrimp-01	scrimp_V
script-01	script_V
scriptwrite-01	scriptwrite_V
scroll-01	scroll_V
scrounge-01	scrounge_V
scrub-01	scrub_V
scrub_up-02	scrub_up_V
scrunch_up-01	scrunch_up_V
scruple-01	scruple_V,scruple_N
scrupulous-02	scrupulous_A
scrutinize-01	scrutinize_V
scud-01	scud_V
scuff-01	scuff_V
scuffle-01	scuffle_V
sculpt-01	sculpt_V,sculpting_N
sculpture-01	sculpture_V
scurry-01	scurry_V
scutter-01	scutter_V
scuttle-01	scuttle_V
scuttle-02	scuttle_V
seal-01	seal_V
seal_off-02	seal_off_V
sear-01	sear_V
search-01	search_V,searching_N,search_N
season-01	season_V,seasoning_N,seasoned_A
seat-01	seat_V
seat-02	seat_V
secede-01	secede_V,secession_N
seclude-01	seclude_V,seclusion_N
second-01	second_V
secondary-01	secondary_A
secondguess-01	secondguess_V,second-guess_V
secret-01	secret_A
secrete-01	secrete_V,secretion_N
secretive-02	secretive_A
section-01	section_V,sectioning_N
section-02	section_V
secularize-01	secularize_V
secure-01	secure_V
secure-02	secure_V
security-03	security_N,secure_A
sedate-01	sedation_N,sedated_A,sedate_V
sedentary-01	sedentary_A
sediment-01	sediment_V,sedimentation_N
seduce-01	seduce_V,seduction_N
see-01	see_V,sight_V,sight_N
see-02	see_V
see-03	see_V
see-04	see_V
see-05	see_V
seed-01	seed_V
seed-02	seed_V,seeding_N
seed-03	seed_V
seed-04	seed_V
seek-01	seeking_N,seek_V
seek_out-02	seek_out_V
seem-01	seem_V
seep-01	seep_V
seesaw-01	seesaw_V
seethe-01	seethe_V
segment-01	segment_V
segregate-01	segregation_N,segregate_V
segue-01	segue_V,segue_N
seize-01	seize_V,seizure_N
seize-03	seize_V,seizure_N
seize_up-02	seize_up_V
select-01	selection_N,select_V
selfadjust-01	selfadjust_V,self-adjust_V
selfconscious-01	selfconscious_A
selfdestruct-01	selfdestruct_V,self-destruct_V,selfdestruction_N,self-destruction_N
selfefface-01	selfefface_V,self-efface_V
selfestablish-01	selfestablish_V,self-establish_V
selfidentify-01	selfidentify_V
selfish-01	selfish_A
selfless-01	selfless_A
selfteach-01	selfteach_V
sell-01	sell_V,sale_N,selling_N
sell_off-04	sell_off_V
sell_out-02	sell_out_V
sell_out-03	sell_out_V
semaphore-01	semaphore_V
semipurposeful-01	semipurposeful_A
semiwatch-01	semiwatch_V
send-01	send_V
send-02	send_V
send-03	send_V
send_out-04	send_out_V
sensationalize-01	sensationalize_V,sensationalization_N
sense-01	sense_N,sensation_N,sense_V,sensing_N
sense-02	sensible_A,sense_N
sensitive-03	sensitive_A
sensitize-01	sensitize_V,sensitization_N
sentence-01	sentence_V,sentencing_N,sentence_N
sentence-02	sentence_N
sentimentalize-01	sentimentalize_V
separate-01	separated_A,separate_V,separation_N
separate-02	separate_A
septate-01	septate_V,septation_N
sequence-01	sequence_V,sequencing_N
sequester-01	sequester_V,sequestering_N
sequin-01	sequin_V
serenade-01	serenade_V
serious-01	serious_A,srs_A
serious-02	serious_A
seroconvert-01	seroconversion_N,seroconvert_V
serrate-01	serrate_V,serration_N
serve-01	serving_N,serve_V,service_N
serve-02	serve_V,serving_N,service_N,servicing_N
serve-04	serve_V,serving_N
serve_up-03	serving_up_N,serve_up_V
service-05	service_N,service_V
service-06	service_N
sessile-01	sessile_A
session-01	session_N
set-01	set_V,setting_N
set-02	set_V
set-08	set_V,set_A
set-11	set_V
set-14	set_V
set-16	set_A
set_about-12	set_about_V
set_down-09	set_down_V
set_forth-17	set_forth_V
set_off-04	set_off_V
set_off-05	set_off_V
set_off-13	set_off_V
set_out-06	set_out_V
set_out-07	set_out_V
set_up-03	set_up_V,setting_up_N
set_up-15	set_up_V
set_upon-10	set_upon_V
settle-01	settle_V
settle-02	settlement_N,settle_V
settle-03	settle_V
settle_down-04	settle_down_V
settle_down-05	settle_down_V
sever-01	sever_V
severable-02	severable_A
severe-01	severe_A
severe-02	severe_A
severe-03	severe_A
sew-01	sew_V
sew-02	sew_V
sew_up-03	sew_up_V
sex-01	sex_N
sex-03	sex_V
sexist-01	sexist_A
sext-01	sext_V
sexy-02	sexy_A
shack_up-01	shack_up_V
shackle-01	shackle_V
shade-01	shading_N,shade_V
shadow-01	shadowing_N,shadow_V
shadow-02	shadow_V,shadowing_N
shag-01	shag_V
shake-01	shake_V,shaking_N
shake_off-02	shake_off_V
shake_up-03	shake_up_V
shallow-01	shallow_A
shamble-01	shamble_V
shame-01	shame_V,shaming_N
shame-02	shame_N,shaming_N,shameful_A,ashamed_A,ashame_V,shame_V
shameless-01	shameless_A
shampoo-01	shampoo_V
shanghai-01	shanghai_V
shape-01	shape_V,shaped_A,shape_N
shape_up-02	shape_up_V
shape_up-03	shape_up_V
share-01	share_V,sharing_N,share_N
share_out-02	share_out_V
shark-01	shark_V
sharp-02	sharp_A
sharpen-01	sharpen_V
shatter-01	shatter_V
shave-01	shaving_N,shave_V
shawl-01	shawl_V
shear-01	shear_V,shearing_N
sheathe-01	sheathe_V
shed-01	shed_V,shedding_N
shed-02	shed_V
shed-03	shed_V
sheet-01	sheet_V
shell-01	shell_V
shell-02	shell_V
shell_out-03	shell_out_V
shellac-01	shellac_V
shelter-01	shelter_V
shelve-01	shelve_V
shepherd-01	shepherd_V
shield-01	shield_V
shift-01	shift_V,shift_N,shifting_N
shimmer-01	shimmer_V
shimmer-02	shimmer_V
shimmy-01	shimmy_V
shine-01	shine_V
shine_through-02	shine_through_V
shingle-01	shingle_V
ship-01	shipping_N,ship_V
ship_out-02	ship_out_V
shipbuilding-01	shipbuilding_N
shipwreck-01	shipwreck_V
shipwreck-02	shipwreck_V
shirk-01	shirk_V
shirr-01	shirr_V
shit-01	shit_V
shitty-01	shitty_A
shiver-01	shiver_V
shock-01	shock_V,shock_N,shocking_A,shocked_A
shoe-01	shoe_V
shoehorn-01	shoehorn_V
shoo-01	shoo_V
shoot-01	shot_N,shoot_V
shoot-02	shoot_N,shooting_N,shoot_V
shoot-03	shoot_V,shoot_N,shot_N
shoot-06	shoot_V
shoot_back-07	shoot_back_V
shoot_down-05	shoot_down_V
shoot_off-04	shoot_off_V
shoot_up-08	shoot_up_V
shoot_up-09	shoot_up_V
shootout-10	shootout_N
shop-01	shopping_N,shop_V
shop-02	shop_V
shoplift-01	shoplift_V
shore-02	shore_V
shore_up-01	shore_up_V
short-01	short_V
short-02	short_V
short-03	short_V
short-05	short_A
short-06	short_A
short-07	shorter_A,short_A
short-08	short_A
shortcircuit-01	shortcircuit_V,short-circuit_V
shortcoming-01	shortcoming_N
shortcut-01	shortcut_N
shorten-04	shortening_N,shorten_V
shortfall-01	shortfall_N,shortfall_V
shortsighted-01	shortsighted_A
shot-11	shot_A
shot-12	shot_N,shoot_V
shoulder-01	shoulder_V
shout-01	shout_V
shout_down-02	shout_down_V
shout_out-03	shout_out_V
shove-01	shove_V
shovel-01	shovel_V
show-01	show_N,showing_N,show_V
show-04	show_N
show_off-03	show_off_V,showing_off_N
show_up-02	show_up_V
showboat-01	showboating_N,showboat_V
showcase-01	showcase_V
shower-01	shower_N,shower_V
shower-02	shower_N
shpritz-01	shpritz_V
shred-01	shred_V
shriek-01	shriek_V
shrill-01	shrill_V
shrimp-01	shrimp_V
shrink-01	shrink_V
shrinkwrap-01	shrinkwrap_V
shrivel-01	shrivel_V
shroud-01	shroud_V
shrug-01	shrug_V
shrug-03	shrug_V
shrug_off-02	shrug_off_V
shuck-01	shuck_V
shudder-01	shudder_V
shuffle-01	shuffle_V
shuffle-02	shuffle_V
shuffle-03	shuffle_V
shuffle-05	shuffle_V
shuffle_off-04	shuffle_off_V
shun-01	shun_V
shunt-01	shunting_N,shunt_V
shut-01	shut_V
shut_down-05	shutdown_V,shut_down_V
shut_off-03	shut_off_V
shut_off-04	shut_off_V
shut_out-02	shut_out_V
shut_up-06	shut_up_V
shutter-01	shutter_V
shuttle-01	shuttle_V
shuttle_off-02	shuttle_off_V
shy-02	shy_V
shy-03	shy_A
shy-04	shy_A
shy_away-01	shy_away_V
sibilate-01	sibilate_V
sick-02	sick_A
sick-03	sick_A
sick-04	sick_A
sick-05	sick_A
sicken-01	sickening_A,sicken_V
side-01	side_V,side_N
side-02	side_V
sideline-01	sideline_V
sidestep-01	sidestep_V
sidetrack-01	sidetrack_V
sidle-01	sidle_V
sift-01	sift_V
sig-01	sig_V
sigh-01	sigh_V
sigh-02	sigh_V
sightsee-01	sightseeing_N,sightsee_V
sigmoid-01	sigmoid_A
sign-01	sign_V,signing_N
sign-02	sign_V,signing_N
sign_in-06	sign_in_V,signing_in_N
sign_off-05	sign_off_V,signing_off_N
sign_on-04	sign_on_V,signing_on_N
sign_up-03	sign_up_V,signing_up_N
signal-07	signal_V,signal_N,sign_N
significant-02	significant_A
signify-01	signify_V,significant_A
silence-01	silence_V
silhouette-01	silhouette_V
silicify-01	silicify_V
silkscreen-01	silkscreen_V
silly-01	silly_A
silt_up-01	silt_up_V
silver-01	silver_V
similar-01	similar_A
simmer-01	simmer_V
simoom-01	simoom_N
simper-01	simper_V
simple-02	simple_A
simple-03	simple_A
simplify-01	simplify_V,simplification_N
simulate-01	simulation_N,simulate_V
sin-01	sin_V
sing-01	singing_N,sing_V
singe-01	singe_V
single-02	single_A
single-03	single_A
single_out-01	single_out_V
singleminded-01	singleminded_A
sinister-01	sinister_A
sink-01	sink_N,sink_V,sinking_N
sinkex-02	sinkex_V,sinkex_N
sinter-01	sinter_V,sintering_N
sip-01	sip_V
siphon-01	siphon_V
siphon_off-02	siphon_off_V
sire-01	sire_V
sit-01	sit_V,sitting_N
sit-07	sit_V
sit-08	sit_V
sit_down-02	sit_down_V
sit_in-05	sit_in_V
sit_in-06	sit_in_V
sit_out-04	sit_out_V
sit_up-03	sit_up_V
site-01	site_V
situate-01	situate_V
size-01	size_V
size_up-02	size_up_V
sizzle-01	sizzle_V
skate-01	skate_V
skateboard-01	skateboard_V,skateboarding_N
skedaddle-01	skedaddle_V
skeptical-01	skeptical_A
sketch-01	sketch_V
sketch_out-02	sketch_out_V
skew-01	skew_V
skewer-01	skewer_V
ski-01	skiing_N,ski_V
skid-01	skid_V
skid-02	skid_V
skillful-01	skillful_A
skim-01	skim_V
skim-02	skimming_N,skim_V
skim_off-03	skim_off_V
skimp-01	skimp_V
skin-01	skin_V
skindive-01	skindive_V
skip-01	skip_V,skip_N
skip-02	skip_V
skip_off-03	skip_off_V
skipper-01	skipper_V
skirmish-01	skirmish_N,skirmish_V
skirt-01	skirt_V
skirt-02	skirt_V
skitter-01	skitter_V
skulk-01	skulk_V
skydive-01	skydiving_N,skydive_V
skyrocket-01	skyrocket_V
slack_off-01	slack_off_V
slacken-01	slacken_V
slag-01	slag_V
slag_off-02	slag_off_V
slake-01	slake_V
slake-02	slake_V
slam-01	slam_V
slam-02	slam_V
slander-01	slander_V
slant-01	slant_V
slap-01	slap_V
slash-01	slash_N,slash_V
slash-02	slash_V
slate-01	slate_V
slather-01	slather_V
slaughter-01	slaughter_V,slaughter_N
slaver-01	slaver_V
slay-01	slaying_N,slay_V
sleazy-01	sleazy_A
sled-01	sled_V
sledge-01	sledge_V
sledge-02	sledge_V
sleep-01	sleep_V,sleeping_N,asleep_A
sleep-02	sleep_V
sleep_away-03	sleep_away_V
sleep_off-04	sleep_off_V
sleep_over-05	sleep_over_V
sleepwalk-01	sleepwalk_V,sleep-walk_V
sleepy-06	sleepy_A
sleet-01	sleet_V
sleigh-01	sleigh_V
slice-01	slice_V
slice_up-02	slice_up_V
slick-01	slick_A
slide-01	slide_N,slide_V
slide-02	slide_V,slide_N
slim-02	slim_V
slim_down-01	slim_down_V
slime-01	slime_V
sling-01	sling_V
slink-01	slink_V
slip-01	slip_N,slip_V
slip-02	slip_V
slip-03	slip_V
slip_in-04	slip_in_V
slipcover-01	slipcover_V
slit-01	slit_V
slither-01	slither_V
sliver-01	sliver_V
slobber-01	slobber_V
slog-01	slog_V
slop-01	slop_V
slop-02	slop_V
slope-01	slope_V
slosh-01	slosh_V
slot-01	slot_V
slouch-01	slouch_V
slough-01	slough_V,sloughing_N
slough_off-02	slough_off_V,sloughing_off_N
slow-01	slowing_N,slow_V
slow-02	slow_V
slow-04	slow_A
slow-05	slower_A,slow_A
slow_down-03	slow_down_V
slug-01	slug_V
slug-02	slug_V
slug-04	slug_V
slug_out-03	slug_out_V
sluice_down-01	sluice_down_V
sluice_down-02	sluice_down_V
slumber-01	slumber_V
slump-01	slump_V
slur-01	slur_V
slur-02	slur_N
slurp-01	slurp_V
smack-01	smack_V
smack-02	smack_V
smack-03	smack_V,smack_N
small-01	smaller_A,small_A
smart-03	smart_V
smart-04	smart_A
smart-05	smart_A
smart-06	smart_A,smarter_A
smarten-01	smarten_V
smarten_up-02	smarten_up_V
smash-01	smash_V,smashing_N
smash-02	smash_V,smashing_N
smash_up-03	smashing_up_N,smash_up_V
smatter-01	smatter_V
smear-01	smear_V
smear-02	smear_V
smell-01	smell_V,smell_N
smell-02	smell_V
smile-01	smile_V
smile-02	smile_V
smirk-01	smirk_V
smite-01	smite_V
smoke-01	smoke_V,smoking_N,smoke_N
smoke-02	smoke_V
smoke-03	smoke_V
smolder-01	smolder_V
smooth-01	smooth_V
smooth-04	smooth_A
smooth-06	smooth_A
smooth_out-02	smooth_out_V
smooth_over-03	smooth_over_V
smoothen-05	smoothen_V
smother-01	smother_V
sms-01	sms_V
smudge-01	smudge_V
smuggle-01	smuggling_N,smuggle_V
smut-01	smut_V
smut-02	smut_V
smut-03	smut_V
snack-01	snack_V,snacking_N
snag-01	snag_V
snail-01	snail_V
snake-01	snake_V
snap-01	snap_V
snap-03	snap_V
snap-04	snap_V
snap-05	snap_V
snap-07	snap_V
snap-09	snap_V
snap_off-06	snap_off_V
snap_up-08	snap_up_V
snare-01	snare_V
snarl-01	snarl_V
snatch-01	snatch_V
snatch_away-02	snatch_away_V
sneak-01	sneak_V
sneak-02	sneak_V
sneaky-03	sneaky_A
sneer-01	sneer_V
sneeze-01	sneezing_N,sneeze_V
snicker-01	snicker_V
sniff-01	sniff_V
sniff-02	sniff_V
sniff_out-03	sniff_out_V
sniffle-01	sniffle_V
snigger-01	snigger_V
snip-01	snip_V
snipe-01	snipe_V
snitch-01	snitch_V
snitch-02	snitch_V
snivel-01	snivel_V
snoop-01	snoop_V
snooze-01	snooze_V
snore-01	snore_V,snoring_N
snorkel-01	snorkel_V,snorkeling_N
snort-01	snort_V
snort-02	snort_V
snow-01	snow_V
snowball-01	snowball_V
snowy-02	snowy_A
snub-01	snub_V
snuff-01	snuff_V
snuff_out-02	snuff_out_V
snuffle-01	snuffle_V
snuffle-02	snuffle_V
snuffle-03	snuffle_V
snuggle-01	snuggle_V
soak-01	soak_V,soaking_N
soak_up-02	soak_up_V
soap-01	soap_V
soar-01	soar_V
soar-02	soar_V
sob-01	sob_V,sobbing_N
sob-02	sob_A
sober-01	sober_V
sober-03	sober_A
sober_up-02	sober_up_V
social-03	social_A
socialist-01	socialist_A
socialize-01	socialization_N,socialize_V,socializing_N
socialize-02	socialize_V,socialization_N
sock-01	sock_V
sock_away-02	sock_away_V
sockdologize-01	sockdologize_V
sod-01	sod_V
soft-02	soft_A
softboil-01	softboil_V
soften-01	soften_V,softening_N
soil-01	soil_V,soiling_N
sojourn-01	sojourn_V
sol-01	sol_A
solace-01	solace_V
solarize-01	solarize_V
solder-01	solder_V
sole-01	sole_V
solemnize-01	solemnize_V
solicit-01	solicit_V,solicitation_N
solid-02	solid_A
solidify-01	solidify_V
solitary-01	solitary_A
solo-01	solo_V,solo_N
solve-01	solving_N,solution_N,solve_V
somali-01	somali_A
somersault-01	somersault_V
soon-01	soon_A
soothe-01	soothe_V
sop-01	sop_V
sop-02	sop_V
sop-03	sop_V
sophisticate-01	sophisticate_V,sophistication_N,sophisticated_A
sore-01	sore_A
sorrow-01	sorrowful_A,sorrow_V
sorry-01	sorry_A
sort-01	sort_V
sort_out-02	sort_out_V
soulsearch-01	soulsearch_V
sound-01	sound_V,sounding_A
sound-02	sound_V,sound_N
sound-04	sound_V
sound_off-03	sound_off_V
sour-01	sour_V
source-01	source_V
source-02	source_V,sourcing_N
souse-01	souse_V
souse-02	souse_V
southbound-07	southbound_A
sovereign-01	sovereign_A
sovietize-01	sovietize_V
sow-01	sow_V,sowing_N
space-01	space_V,spacing_N
space-02	space_V
space-03	space_N
spacewalk-01	spacewalk_V,spacewalk_N
spackle-01	spackle_V
spam-01	spam_V,spamming_N
span-01	span_V,span_N
spank-01	spank_V
spar-01	spar_V
spare-01	spare_V,sparing_N
spare-02	spare_V
spark-01	spark_V
sparkle-01	sparkle_V
sparse-01	sparse_A
spat-01	spat_V
spatter-01	spatter_V
spawn-01	spawn_V
spay-01	spay_V
speak-01	speech_N,speak_V,speaking_N
speak-04	speak_V
speak_for-05	speak_for_V,spoken_for_A
speak_out-03	speak_out_V
speak_up-02	speak_up_V
spear-01	spear_V
spearhead-01	spearhead_V
special-02	special_A
specialize-01	specialize_V,specialization_N
speciate-01	speciate_V
specific-02	specific_A
specify-01	specify_V,specification_N,specific_A
speckle-01	speckle_V
spectate-01	spectate_V
speculate-01	speculating_N,speculate_V,speculation_N
speechify-01	speechify_V,speechification_N
speechless-01	speechless_A
speed-01	speeding_N,speed_V
speed_up-02	speed_up_V
speedy-03	speedy_A
spell-01	spelling_N,spell_V
spell-02	spell_V
spell_out-03	spell_out_V
spellbind-01	spellbind_V
spend-01	spend_V,spending_N
spend-02	spend_V
spend-04	spend_V,spent_A
spend_down-03	spend_down_V
spew-01	spew_V
spice-01	spice_V
spike-01	spike_V
spike-02	spike_V
spike-03	spike_V
spike-04	spike_N,spike_V
spike_out-05	spike_out_V
spill-01	spill_V
spill_out-03	spill_out_V
spill_over-02	spill_over_V
spin-01	spin_N,spin_V,spinning_N
spin-03	spinning_N,spin_V,spin_N
spin-04	spinning_N,spin_V
spin_off-02	spinning_off_N,spin_off_V
spindle-01	spindle_V
spiral-01	spiral_V
spirit-03	spirit_N
spirited-01	spirited_A,spirit_V
spirits-02	spirits_N
spiritualize-01	spiritualize_V
spit-01	spit_V,spitting_N
spite-01	spite_V,spite_N
splash-01	splash_V
splash-03	splash_V
splash_out-02	splash_out_V
splatter-01	splatter_V
splay-01	splaying_N,splay_V
splice-01	splice_V
splice-02	splice_V
splint-01	splint_V,splinting_N
splinter-01	splinter_V
split-01	split_V,split_N,split_A,splitting_N
split-02	split_V
split_up-03	split_up_V
splodge-01	splodge_V
splotch-01	splotch_V
splutter-01	splutter_V
spoil-01	spoil_V
sponge-01	sponge_V
sponge-02	sponge_V
sponsor-01	sponsor_V
spook-01	spook_V
spool-01	spool_V
spoon-01	spooning_N,spoon_V
spoonfeed-01	spoonfeed_V,spoon-feed_V
sporadic-01	sporadic_A
sport-01	sport_V
sport-02	sport_V
spot-01	spotting_N,spot_V
spot-02	spot_V,spotting_N
spotlight-01	spotlight_N,spotlight_V
spotty-01	spotty_A
spotty-02	spotty_A
spout-01	spout_V
spout_off-02	spout_off_V
sprain-01	sprain_V
sprawl-01	sprawl_V
spray-01	spray_V,spraying_N
spraypaint-01	spraypaint_V
spread-01	spread_V,spreading_N,spread_N
spread-02	spread_out_A,spread_V,spreading_N,spread_N
spread-03	spread_N,spreading_N,spread_V
spread_out-04	spread_out_V,spread_out_A
spreadeagle-01	spreadeagle_V,spread-eagle_V
spreadeagle-02	spreadeagle_V,spread-eagle_V
spree-01	spree_N
spring-01	spring_V,spring_N
spring_up-02	spring_up_V
sprinkle-01	sprinkle_V
sprinkle-02	sprinkle_V
spritz-01	spritz_V
sprout-01	sprout_V
spruce_up-01	spruce_up_V
spur-01	spur_V
spurn-01	spurn_V
spurt-01	spurt_V
spurt-02	spurt_V
sputter-01	sputter_V
spy-01	spy_V,spying_N
squabble-01	squabble_V
squall-01	squall_V
squall-02	squall_V
squall-03	squall_V
squander-01	squander_V
square-01	square_V
square-02	square_V
square-04	square_V
square_off-03	square_off_V
squaredance-01	squaredance_V
squash-01	squash_V
squat-01	squat_V
squat-02	squat_V
squawk-01	squawk_V
squeak-01	squeak_V
squeak-02	squeak_V
squeal-01	squeal_V
squeegee-01	squeegee_V
squeeze-01	squeeze_V,squeeze_N,squeezing_N
squeeze-02	squeeze_V
squeeze-03	squeeze_V
squeeze_out-04	squeeze_out_V
squelch-01	squelch_V
squint-01	squint_V,squinting_N
squirm-01	squirm_V
squirrel_away-01	squirrel_away_V
squirt-01	squirt_V
squish-01	squish_V
squish-02	squish_V
stab-01	stab_V,stab_N,stabbing_N
stabilize-01	stabilize_V,stabilization_N
stable-02	stable_V
stable-03	stable_A
stack-01	stack_V
stack_up-02	stack_up_V
stack_up-03	stack_up_V
staff-01	staff_V
stage-01	staging_N,stage_V
stage-02	staging_N,stage_V
stagewhisper-01	stagewhisper_V
stagger-01	stagger_V
stagger-02	stagger_V
stagger-03	stagger_V
stagnate-01	stagnate_V,stagnation_N
stain-01	staining_N,stain_V
stake-01	stake_V
stake_out-02	stake_out_V
stalemate-01	stalemate_V,stalemate_N,stalemated_A
stalk-01	stalk_V
stalk-02	stalking_N,stalk_V
stall-01	stall_N,stall_V
stall_off-03	stall_off_V
stall_out-02	stall_out_V
stammer-01	stammer_V
stamp-01	stamp_V
stamp-02	stamp_V
stamp-04	stamp_V
stamp_out-05	stamp_out_V
stampede-01	stampede_V
stanced-15	stanced_A
stanch-01	stanch_V
stand-01	stand_V
stand-02	stand_V
stand-03	stand_V
stand-04	stand_V
stand-08	stand_V
stand-11	stand_N,stance_N,stanced_A
stand-12	stand_N
